title,id_number,relative_url,mp4-low,mp4,mp4-low-ios,youtube_url,translated_description
Addition and subtraction,arith-review-add-subtract,/video/subtracting-2-digit-numbers-without-regrouping,https://cdn.kastatic.org/KA-youtube-converted/slIX9EDcHgE.mp4-low/slIX9EDcHgE-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/slIX9EDcHgE.mp4/slIX9EDcHgE.mp4,https://cdn.kastatic.org/KA-youtube-converted/slIX9EDcHgE.mp4-low-ios/slIX9EDcHgE-low-ios.mp4,http://www.youtube.com/watch?v=slIX9EDcHgE&feature=youtube_gdata_player,Sal subtracts 23 from 65 by thinking about tens and ones.
Addition and subtraction,arith-review-add-subtract,/video/introduction-to-regrouping-borrowing,https://cdn.kastatic.org/KA-youtube-converted/egjDLFX9VHg.mp4-low/egjDLFX9VHg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/egjDLFX9VHg.mp4/egjDLFX9VHg.mp4,https://cdn.kastatic.org/KA-youtube-converted/egjDLFX9VHg.mp4-low-ios/egjDLFX9VHg-low-ios.mp4,http://www.youtube.com/watch?v=egjDLFX9VHg&feature=youtube_gdata_player,Sal subtracts 25 from 83 by thinking about tens and ones.
Addition and subtraction,arith-review-add-subtract,/video/losing-tennis-balls,https://cdn.kastatic.org/KA-youtube-converted/rm3NjcSmFFo.mp4-low/rm3NjcSmFFo-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/rm3NjcSmFFo.mp4/rm3NjcSmFFo.mp4,https://cdn.kastatic.org/KA-youtube-converted/rm3NjcSmFFo.mp4-low-ios/rm3NjcSmFFo-low-ios.mp4,http://www.youtube.com/watch?v=rm3NjcSmFFo&feature=youtube_gdata_player,Sal solves a 2-step subtraction word problem with numbers less than 100.
Addition and subtraction,arith-review-add-subtract,/video/fence-posts-for-horses,https://cdn.kastatic.org/KA-youtube-converted/1dZsuE0vxEI.mp4-low/1dZsuE0vxEI-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/1dZsuE0vxEI.mp4/1dZsuE0vxEI.mp4,https://cdn.kastatic.org/KA-youtube-converted/1dZsuE0vxEI.mp4-low-ios/1dZsuE0vxEI-low-ios.mp4,http://www.youtube.com/watch?v=1dZsuE0vxEI&feature=youtube_gdata_player,Sal solves an addition word problem with numbers less than 100.
Addition and subtraction,arith-review-add-subtract,/video/snow-on-friday,https://cdn.kastatic.org/KA-youtube-converted/wyWy4PouQxQ.mp4-low/wyWy4PouQxQ-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/wyWy4PouQxQ.mp4/wyWy4PouQxQ.mp4,https://cdn.kastatic.org/KA-youtube-converted/wyWy4PouQxQ.mp4-low-ios/wyWy4PouQxQ-low-ios.mp4,http://www.youtube.com/watch?v=wyWy4PouQxQ&feature=youtube_gdata_player,Sal solves a subtraction word problem with numbers less than 100.
Addition and subtraction,arith-review-add-subtract,/video/using-crayons,https://cdn.kastatic.org/KA-youtube-converted/ZJ39gHgz_Dk.mp4-low/ZJ39gHgz_Dk-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/ZJ39gHgz_Dk.mp4/ZJ39gHgz_Dk.mp4,https://cdn.kastatic.org/KA-youtube-converted/ZJ39gHgz_Dk.mp4-low-ios/ZJ39gHgz_Dk-low-ios.mp4,http://www.youtube.com/watch?v=ZJ39gHgz_Dk&feature=youtube_gdata_player,Sal solves a subtraction word problem with numbers less than 100.
Addition and subtraction,arith-review-add-subtract,/video/why-carrying-works,https://cdn.kastatic.org/KA-youtube-converted/O9zSHs1TWMM.mp4-low/O9zSHs1TWMM-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/O9zSHs1TWMM.mp4/O9zSHs1TWMM.mp4,https://cdn.kastatic.org/KA-youtube-converted/O9zSHs1TWMM.mp4-low-ios/O9zSHs1TWMM-low-ios.mp4,http://www.youtube.com/watch?v=O9zSHs1TWMM&feature=youtube_gdata_player,Learn to use regrouping to add 536+398.
Addition and subtraction,arith-review-add-subtract,/video/example-adding-with-carrying,https://cdn.kastatic.org/KA-youtube-converted/9hM32lsQ4aI.mp4-low/9hM32lsQ4aI-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/9hM32lsQ4aI.mp4/9hM32lsQ4aI.mp4,https://cdn.kastatic.org/KA-youtube-converted/9hM32lsQ4aI.mp4-low-ios/9hM32lsQ4aI-low-ios.mp4,http://www.youtube.com/watch?v=9hM32lsQ4aI&feature=youtube_gdata_player,Learn to use regrouping  or carrying to add 709+996  373+88  and 149+293.
Addition and subtraction,arith-review-add-subtract,/video/basic-regrouping-or-borrowing-when-subtracting-three-digit-numbers,https://cdn.kastatic.org/KA-youtube-converted/9T3AAn-Cw3g.mp4-low/9T3AAn-Cw3g-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/9T3AAn-Cw3g.mp4/9T3AAn-Cw3g.mp4,https://cdn.kastatic.org/KA-youtube-converted/9T3AAn-Cw3g.mp4-low-ios/9T3AAn-Cw3g-low-ios.mp4,http://www.youtube.com/watch?v=9T3AAn-Cw3g&feature=youtube_gdata_player,Learn to use regrouping (borrowing) and place value to subtract 971-659.
Addition and subtraction,arith-review-add-subtract,/video/regrouping-twice-when-subtracting-three-digit-numbers,https://cdn.kastatic.org/KA-youtube-converted/LSaaKau63Gg.mp4-low/LSaaKau63Gg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/LSaaKau63Gg.mp4/LSaaKau63Gg.mp4,https://cdn.kastatic.org/KA-youtube-converted/LSaaKau63Gg.mp4-low-ios/LSaaKau63Gg-low-ios.mp4,http://www.youtube.com/watch?v=LSaaKau63Gg&feature=youtube_gdata_player,Sal using regrouping (borrowing) to subtract 913-286.
Addition and subtraction,arith-review-add-subtract,/video/regrouping-from-0-when-subtracting-three-digit-numbers,https://cdn.kastatic.org/KA-youtube-converted/3lHBgFvr3yE.mp4-low/3lHBgFvr3yE-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/3lHBgFvr3yE.mp4/3lHBgFvr3yE.mp4,https://cdn.kastatic.org/KA-youtube-converted/3lHBgFvr3yE.mp4-low-ios/3lHBgFvr3yE-low-ios.mp4,http://www.youtube.com/watch?v=3lHBgFvr3yE&feature=youtube_gdata_player,Sal has to borrow from a 0 to subtract 301-164.
Addition and subtraction,arith-review-add-subtract,/video/mental-technique-for-subtraction-without-regrouping,https://cdn.kastatic.org/KA-youtube-converted/iivtjjdSu9I.mp4-low/iivtjjdSu9I-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/iivtjjdSu9I.mp4/iivtjjdSu9I.mp4,https://cdn.kastatic.org/KA-youtube-converted/iivtjjdSu9I.mp4-low-ios/iivtjjdSu9I-low-ios.mp4,http://www.youtube.com/watch?v=iivtjjdSu9I&feature=youtube_gdata_player,Sal uses an understanding of place value to subtract.
Multiplication and division,arith-review-multiply-divide,/video/multiplication-intro,https://cdn.kastatic.org/KA-youtube-converted/RNxwasijbAo.mp4-low/RNxwasijbAo-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/RNxwasijbAo.mp4/RNxwasijbAo.mp4,https://cdn.kastatic.org/KA-youtube-converted/RNxwasijbAo.mp4-low-ios/RNxwasijbAo-low-ios.mp4,http://www.youtube.com/watch?v=RNxwasijbAo&feature=youtube_gdata_player,Sal uses arrays and repeated addition to visualize multiplication.
Multiplication and division,arith-review-multiply-divide,/video/multiplication-as-groups-of-objects,https://cdn.kastatic.org/KA-youtube-converted/cDpBtkU2cf8.mp4-low/cDpBtkU2cf8-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/cDpBtkU2cf8.mp4/cDpBtkU2cf8.mp4,https://cdn.kastatic.org/KA-youtube-converted/cDpBtkU2cf8.mp4-low-ios/cDpBtkU2cf8-low-ios.mp4,http://www.youtube.com/watch?v=cDpBtkU2cf8&feature=youtube_gdata_player,Sal uses arrays to show different ways to multiply and get the same solution.
Multiplication and division,arith-review-multiply-divide,/video/more-on-the-concept-of-multiplication,https://cdn.kastatic.org/KA-youtube-converted/vfMx9-rJXuo.mp4-low/vfMx9-rJXuo-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/vfMx9-rJXuo.mp4/vfMx9-rJXuo.mp4,https://cdn.kastatic.org/KA-youtube-converted/vfMx9-rJXuo.mp4-low-ios/vfMx9-rJXuo-low-ios.mp4,http://www.youtube.com/watch?v=vfMx9-rJXuo&feature=youtube_gdata_player,Sal uses arrays and repeated addition to multiply.
Multiplication and division,arith-review-multiply-divide,/video/multiplying-1-digit-numbers-by-multiples-of-10,https://cdn.kastatic.org/KA-youtube-converted/tHQOAvbyRL0.mp4-low/tHQOAvbyRL0-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/tHQOAvbyRL0.mp4/tHQOAvbyRL0.mp4,https://cdn.kastatic.org/KA-youtube-converted/tHQOAvbyRL0.mp4-low-ios/tHQOAvbyRL0-low-ios.mp4,http://www.youtube.com/watch?v=tHQOAvbyRL0&feature=youtube_gdata_player,Lindsay finds a pattern from multiplying 1-digit numbers by multiples of 10  100  and 1000.
Multiplication and division,arith-review-multiply-divide,/video/multiplying-by-multiples-of-10,https://cdn.kastatic.org/KA-youtube-converted/jb8mFpA1YI8.mp4-low/jb8mFpA1YI8-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/jb8mFpA1YI8.mp4/jb8mFpA1YI8.mp4,https://cdn.kastatic.org/KA-youtube-converted/jb8mFpA1YI8.mp4-low-ios/jb8mFpA1YI8-low-ios.mp4,http://www.youtube.com/watch?v=jb8mFpA1YI8&feature=youtube_gdata_player,Sal decomposes multiples of ten to multiply.
Multiplication and division,arith-review-multiply-divide,/video/multiplying-10s,https://cdn.kastatic.org/KA-youtube-converted/uHHnwafYivk.mp4-low/uHHnwafYivk-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/uHHnwafYivk.mp4/uHHnwafYivk.mp4,https://cdn.kastatic.org/KA-youtube-converted/uHHnwafYivk.mp4-low-ios/uHHnwafYivk-low-ios.mp4,http://www.youtube.com/watch?v=uHHnwafYivk&feature=youtube_gdata_player,Lindsay multiplies multiples of 10 by other multiples of 10  such as 30x50.
Multiplication and division,arith-review-multiply-divide,/video/multiplying-1-digit-numbers-by-10-100-and-1000,https://cdn.kastatic.org/KA-youtube-converted/SG4gX-VGzog.mp4-low/SG4gX-VGzog-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/SG4gX-VGzog.mp4/SG4gX-VGzog.mp4,https://cdn.kastatic.org/KA-youtube-converted/SG4gX-VGzog.mp4-low-ios/SG4gX-VGzog-low-ios.mp4,http://www.youtube.com/watch?v=SG4gX-VGzog&feature=youtube_gdata_player,Lindsay finds a pattern from multiplying 1-digit numbers by 10  100  and 1000.
Multiplication and division,arith-review-multiply-divide,/video/more-ways-to-think-about-multiplying,https://cdn.kastatic.org/KA-youtube-converted/NWJinKmWzx8.mp4-low/NWJinKmWzx8-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/NWJinKmWzx8.mp4/NWJinKmWzx8.mp4,https://cdn.kastatic.org/KA-youtube-converted/NWJinKmWzx8.mp4-low-ios/NWJinKmWzx8-low-ios.mp4,http://www.youtube.com/watch?v=NWJinKmWzx8&feature=youtube_gdata_player,Sal uses place value  the distributive property  associative property  and an area model to show more ways to multiply.
Multiplication and division,arith-review-multiply-divide,/video/2-digit-multiplication-with-grid,https://cdn.kastatic.org/KA-youtube-converted/3JmnxR8nEi8.mp4-low/3JmnxR8nEi8-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/3JmnxR8nEi8.mp4/3JmnxR8nEi8.mp4,https://cdn.kastatic.org/KA-youtube-converted/3JmnxR8nEi8.mp4-low-ios/3JmnxR8nEi8-low-ios.mp4,http://www.youtube.com/watch?v=3JmnxR8nEi8&feature=youtube_gdata_player,Sal uses the distributive property to multiply 87x63.
Multiplication and division,arith-review-multiply-divide,/video/4-by-1-multiplication-with-grid,https://cdn.kastatic.org/KA-youtube-converted/UvAOynxGfIU.mp4-low/UvAOynxGfIU-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/UvAOynxGfIU.mp4/UvAOynxGfIU.mp4,https://cdn.kastatic.org/KA-youtube-converted/UvAOynxGfIU.mp4-low-ios/UvAOynxGfIU-low-ios.mp4,http://www.youtube.com/watch?v=UvAOynxGfIU&feature=youtube_gdata_player,Sal uses an area model to multiply 6x7981.
Multiplication and division,arith-review-multiply-divide,/video/understanding-multiplication-through-area-models,https://cdn.kastatic.org/KA-youtube-converted/p0jCw2sqZgs.mp4-low/p0jCw2sqZgs-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/p0jCw2sqZgs.mp4/p0jCw2sqZgs.mp4,https://cdn.kastatic.org/KA-youtube-converted/p0jCw2sqZgs.mp4-low-ios/p0jCw2sqZgs-low-ios.mp4,http://www.youtube.com/watch?v=p0jCw2sqZgs&feature=youtube_gdata_player,Sal uses an area model to multiply 78x65.
Multiplication and division,arith-review-multiply-divide,/video/2-digit-times-1-digit-example-no-carrying,https://cdn.kastatic.org/KA-youtube-converted/k68CPfcehTE.mp4-low/k68CPfcehTE-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/k68CPfcehTE.mp4/k68CPfcehTE.mp4,https://cdn.kastatic.org/KA-youtube-converted/k68CPfcehTE.mp4-low-ios/k68CPfcehTE-low-ios.mp4,http://www.youtube.com/watch?v=k68CPfcehTE&feature=youtube_gdata_player,Learn to multiply a 2-digit number by a 1-digit number without regrouping.  In this video  we will multiply 32x3.
Multiplication and division,arith-review-multiply-divide,/video/3-digit-times-1-digit-example-no-carrying,https://cdn.kastatic.org/KA-youtube-converted/4BtXvopHXI8.mp4-low/4BtXvopHXI8-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/4BtXvopHXI8.mp4/4BtXvopHXI8.mp4,https://cdn.kastatic.org/KA-youtube-converted/4BtXvopHXI8.mp4-low-ios/4BtXvopHXI8-low-ios.mp4,http://www.youtube.com/watch?v=4BtXvopHXI8&feature=youtube_gdata_player,Learn to multiply a 3-digit number by a 1-digit number without regrouping.  In this video  we will multiply 4x201.
Multiplication and division,arith-review-multiply-divide,/video/3-digit-times-1-digit-example,https://cdn.kastatic.org/KA-youtube-converted/TqRReFvbpXA.mp4-low/TqRReFvbpXA-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/TqRReFvbpXA.mp4/TqRReFvbpXA.mp4,https://cdn.kastatic.org/KA-youtube-converted/TqRReFvbpXA.mp4-low-ios/TqRReFvbpXA-low-ios.mp4,http://www.youtube.com/watch?v=TqRReFvbpXA&feature=youtube_gdata_player,Learn to multiply a 3-digit number by a 1-digit number using regrouping.  In this video  we will multiply 7x253.
Multiplication and division,arith-review-multiply-divide,/video/4-digit-times-1-digit-example,https://cdn.kastatic.org/KA-youtube-converted/twMdew4Zs8Q.mp4-low/twMdew4Zs8Q-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/twMdew4Zs8Q.mp4/twMdew4Zs8Q.mp4,https://cdn.kastatic.org/KA-youtube-converted/twMdew4Zs8Q.mp4-low-ios/twMdew4Zs8Q-low-ios.mp4,http://www.youtube.com/watch?v=twMdew4Zs8Q&feature=youtube_gdata_player,Learn to multiply a 4-digit number by a 1-digit number.  In this video  we will multiply 8085 times 9.
Multiplication and division,arith-review-multiply-divide,/video/multiplying-2-digit-numbers,https://cdn.kastatic.org/KA-youtube-converted/DaQlieZH1kk.mp4-low/DaQlieZH1kk-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/DaQlieZH1kk.mp4/DaQlieZH1kk.mp4,https://cdn.kastatic.org/KA-youtube-converted/DaQlieZH1kk.mp4-low-ios/DaQlieZH1kk-low-ios.mp4,http://www.youtube.com/watch?v=DaQlieZH1kk&feature=youtube_gdata_player,Learn to multiply two-digit numbers.  In this video  we will multiply 36 times 27.
Multiplication and division,arith-review-multiply-divide,/video/multiplication-6-multiple-digit-numbers,https://cdn.kastatic.org/KA-youtube-converted/-h3Oqhl8fPg.mp4-low/-h3Oqhl8fPg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/-h3Oqhl8fPg.mp4/-h3Oqhl8fPg.mp4,https://cdn.kastatic.org/KA-youtube-converted/-h3Oqhl8fPg.mp4-low-ios/-h3Oqhl8fPg-low-ios.mp4,http://www.youtube.com/watch?v=-h3Oqhl8fPg&feature=youtube_gdata_player,Sal shows lots of examples for how to multiply  2- and 3-digit numbers using "standard algorithm".
Multiplication and division,arith-review-multiply-divide,/video/the-idea-of-division,https://cdn.kastatic.org/KA-youtube-converted/QI6x0KNxiCs.mp4-low/QI6x0KNxiCs-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/QI6x0KNxiCs.mp4/QI6x0KNxiCs.mp4,https://cdn.kastatic.org/KA-youtube-converted/QI6x0KNxiCs.mp4-low-ios/QI6x0KNxiCs-low-ios.mp4,http://www.youtube.com/watch?v=QI6x0KNxiCs&feature=youtube_gdata_player,Sal uses an array and understanding of multiplication to divide.
Multiplication and division,arith-review-multiply-divide,/video/division-using-understanding-of-place-value,https://cdn.kastatic.org/KA-youtube-converted/xUjRwepN7dk.mp4-low/xUjRwepN7dk-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/xUjRwepN7dk.mp4/xUjRwepN7dk.mp4,https://cdn.kastatic.org/KA-youtube-converted/xUjRwepN7dk.mp4-low-ios/xUjRwepN7dk-low-ios.mp4,http://www.youtube.com/watch?v=xUjRwepN7dk&feature=youtube_gdata_player,Sal uses an understanding of place value to divide 5600/8 and 846/2.
Multiplication and division,arith-review-multiply-divide,/video/area-models-to-visualize-division-using-place-value,https://cdn.kastatic.org/KA-youtube-converted/FKJjqEdfB9Y.mp4-low/FKJjqEdfB9Y-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/FKJjqEdfB9Y.mp4/FKJjqEdfB9Y.mp4,https://cdn.kastatic.org/KA-youtube-converted/FKJjqEdfB9Y.mp4-low-ios/FKJjqEdfB9Y-low-ios.mp4,http://www.youtube.com/watch?v=FKJjqEdfB9Y&feature=youtube_gdata_player,Sal uses area models to divide 268/2 and 856/8.
Multiplication and division,arith-review-multiply-divide,/video/long-division-without-remainder,https://cdn.kastatic.org/KA-youtube-converted/KFzcwWTEDDI.mp4-low/KFzcwWTEDDI-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/KFzcwWTEDDI.mp4/KFzcwWTEDDI.mp4,https://cdn.kastatic.org/KA-youtube-converted/KFzcwWTEDDI.mp4-low-ios/KFzcwWTEDDI-low-ios.mp4,http://www.youtube.com/watch?v=KFzcwWTEDDI&feature=youtube_gdata_player,Watch an introduction to long division with the problem 96/4.
Multiplication and division,arith-review-multiply-divide,/video/dividing-3-digit-by-1-digit-without-remainder,https://cdn.kastatic.org/KA-youtube-converted/HY-8ydAbiik.mp4-low/HY-8ydAbiik-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/HY-8ydAbiik.mp4/HY-8ydAbiik.mp4,https://cdn.kastatic.org/KA-youtube-converted/HY-8ydAbiik.mp4-low-ios/HY-8ydAbiik-low-ios.mp4,http://www.youtube.com/watch?v=HY-8ydAbiik&feature=youtube_gdata_player,Learn to divide 280/5 with long division.  The answer wil not have a remainder.
Multiplication and division,arith-review-multiply-divide,/video/introduction-to-dividing-by-2-digits,https://cdn.kastatic.org/KA-youtube-converted/KzdbThwGNGI.mp4-low/KzdbThwGNGI-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/KzdbThwGNGI.mp4/KzdbThwGNGI.mp4,https://cdn.kastatic.org/KA-youtube-converted/KzdbThwGNGI.mp4-low-ios/KzdbThwGNGI-low-ios.mp4,http://www.youtube.com/watch?v=KzdbThwGNGI&feature=youtube_gdata_player,Sal uses estimation to introduce dividing by 2-digit numbers.
Multiplication and division,arith-review-multiply-divide,/video/introduction-to-remainders,https://cdn.kastatic.org/KA-youtube-converted/BIGX05Mp5nw.mp4-low/BIGX05Mp5nw-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/BIGX05Mp5nw.mp4/BIGX05Mp5nw.mp4,https://cdn.kastatic.org/KA-youtube-converted/BIGX05Mp5nw.mp4-low-ios/BIGX05Mp5nw-low-ios.mp4,http://www.youtube.com/watch?v=BIGX05Mp5nw&feature=youtube_gdata_player,Sal shows how a remainder is what's left over in a division problem.
Multiplication and division,arith-review-multiply-divide,/video/long-division-with-remainder-example,https://cdn.kastatic.org/KA-youtube-converted/MbpmP1esh-Q.mp4-low/MbpmP1esh-Q-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/MbpmP1esh-Q.mp4/MbpmP1esh-Q.mp4,https://cdn.kastatic.org/KA-youtube-converted/MbpmP1esh-Q.mp4-low-ios/MbpmP1esh-Q-low-ios.mp4,http://www.youtube.com/watch?v=MbpmP1esh-Q&feature=youtube_gdata_player,Learn to divide 3771/8 with long division.
Multiplication and division,arith-review-multiply-divide,/video/division-3-more-long-division-and-remainder-examples,https://cdn.kastatic.org/KA-youtube-converted/NcADzGz3bSI.mp4-low/NcADzGz3bSI-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/NcADzGz3bSI.mp4/NcADzGz3bSI.mp4,https://cdn.kastatic.org/KA-youtube-converted/NcADzGz3bSI.mp4-low-ios/NcADzGz3bSI-low-ios.mp4,http://www.youtube.com/watch?v=NcADzGz3bSI&feature=youtube_gdata_player,Learn to divide 2292/4 and 1 735 092/3 with long division.
Multiplication and division,arith-review-multiply-divide,/video/dividing-2-digits-no-remainder,https://cdn.kastatic.org/KA-youtube-converted/uCBm8iDyg1s.mp4-low/uCBm8iDyg1s-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/uCBm8iDyg1s.mp4/uCBm8iDyg1s.mp4,https://cdn.kastatic.org/KA-youtube-converted/uCBm8iDyg1s.mp4-low-ios/uCBm8iDyg1s-low-ios.mp4,http://www.youtube.com/watch?v=uCBm8iDyg1s&feature=youtube_gdata_player,Learn to divide 9815/65.  The answer does not have a remainder.
